8.598683,8.318268,9.043075,11.656230,10.467134,12.751161,10.619125,12.159414,13.863503,16.103005,18.452172,18.363788,18.777211,18.737348,17.271830,14.755467,11.851406,14.605723,17.654593,19.000000,18.721797,18.212487,19.000000,18.149353
12.928618,11.867198,14.419707,17.272854,17.459904,19.000000,17.968714,17.032283,17.925925,19.000000,19.000000,17.997834,19.000000,18.877979,19.000000,16.950943,18.595495,17.107819,19.000000,17.010132,16.329216,16.479235,17.402968,19.000000
9.705561,11.725682,13.713597,16.429335,19.000000,16.225424,13.426602,12.465378,14.079458,12.072907,9.969468,7.869834,6.547957,5.303277,5.660964,7.990040,10.151972,10.254355,13.384320,14.542992,17.061589,18.196372,19.000000,19.000000
5.240087,3.612788,6.281975,6.650016,8.382802,11.322804,13.130074,15.980103,17.343324,19.000000,17.787937,19.000000,16.771093,16.876900,16.355131,16.228165,19.000000,18.273169,17.421659,16.745848,15.380630,14.803208,13.204347,12.877455
0.735633,0.154109,0.000000,1.894624,3.158417,0.500315,0.000000,2.841588,3.350363,5.918568,8.190363,8.224237,11.283959,8.969233,6.879804,7.918999,9.060149,7.811691,8.437211,7.761312,10.378096,7.337152,8.079862,10.662803
2.295967,1.305168,4.155301,6.744814,4.212617,4.108600,5.376286,2.505187,1.762266,0.000000,0.313421,0.806244,1.028904,0.734193,2.204735,0.000000,2.387650,3.114681,4.991695,5.333130,7.948845,6.340935,7.005335,4.133004
1.353181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.830098,4.251292,7.386497,8.375005,10.065461,10.152171,9.318504,10.264284,12.404359,11.910236,12.498706,13.955183,13.683321,15.988902,15.519047,15.377850,16.272653
15.408719,17.243798,15.964880,13.417702,12.483461,9.410789,11.337448,13.059483,10.483646,8.734364,8.069516,8.031906,10.154461,10.596445,10.856931,7.834075,6.062976,3.513764,1.974269,4.928048,8.035783,8.277000,10.209192,10.829102
18.233069,17.927699,19.000000,15.850660,15.391281,13.571596,13.394361,11.560801,9.668050,10.191917,10.985848,11.565048,13.814549,10.810033,10.143433,10.987430,12.073863,13.134076,12.589823,10.292641,7.477636,6.799160,5.059193,4.858174
8.291987,7.791626,9.868630,11.896717,9.292331,6.440030,5.266057,6.268155,6.914320,7.523178,7.947654,8.924091,8.268698,8.815327,8.385796,5.992946,6.540343,9.421774,11.198053,12.150059,11.091935,9.303635,6.835008,9.338767
2.131607,1.669798,0.000000,1.289436,1.788148,4.015812,4.380457,5.143196,2.536420,5.233326,3.933825,3.236162,2.846112,2.369880,0.000000,0.433397,1.702217,3.289613,4.221107,6.063747,7.784084,9.817399,10.147794,11.958976
10.154141,8.081938,10.060834,11.560336,12.979579,12.653290,10.046646,10.210159,11.313241,13.770243,15.201051,15.981961,14.810263,12.335378,14.112221,16.206703,14.664322,14.003327,11.623600,11.071193,11.374206,13.212881,15.533168,16.913923
14.902588,16.331011,14.915143,12.476762,13.306404,14.100222,11.181638,11.295559,12.078733,15.203437,16.778964,13.726229,14.525751,14.946011,13.515597,15.567319,16.887115,19.000000,19.000000,18.554065,19.000000,19.000000,16.913864,18.619441
18.772481,17.506646,15.520336,14.141771,14.060815,12.495859,14.404138,12.964122,15.402552,16.246759,15.351613,13.094826,12.299964,11.530045,12.555015,15.450538,17.048854,17.577102,17.593063,18.401870,19.000000,18.516744,18.366925,17.435353
